"","individual_article","targeted_words","frequencey","total_counts"
"497","..data.articles.Review.of.driving.factors.for.land.degradation.and.restoration.based.on.IPBES.pdf","climate",17,11259
"498","..data.articles.Reviewing.Fire..Climate..Deer..and.Foundation.Species.as.Drivers.of.Historically.Open.Oak.and.Pine.Forests.and.Transition.to.Closed.Forests.pdf","climate",28,11259
"499","..data.articles.Revisiting.Wildland.Fire.Fuel.Quantification.Methods_.The.Challenge.of.Understanding.a.Dynamic..Biotic.Entity.pdf","climate",23,11259
"500","..data.articles.Rewilding_.Science..Practice..and.Politics.pdf","climate",5,11259
"501","..data.articles.roos.et.al.2016.living.on.a.flammable.planet.interdisciplinary.cross.scalar.and.varied.cultural.lessons.prospects.and.pdf","climate",36,11259
"502","..data.articles.Shepherding.for.Wildfire.Adaptation.pdf","climate",16,11259
"503","..data.articles.Soothsaying.DOM.pdf","climate",36,11259
"504","..data.articles.Spatiotemporal.Data.Mining.Problems.and.Methods.pdf","climate",21,11259
"505","..data.articles.Species.distribution.models.pdf","climate",10,11259
"506","..data.articles.Supplementation.and.sustainable.grazing.systems.pdf","climate",4,11259
"507","..data.articles.targeted_words_plot.pdf","climate",1,11259
"508","..data.articles.Terrestrial.Vegetation.in.the.Coupled.Human.Earth.System_.Contributions.of.Remote.Sensing.pdf","climate",41,11259
"509","..data.articles.The.biogeochemical.consequences.of.late.Holocene.wildfires.in.three.subalpine.lakes.from.northern.Colorado.pdf","climate",20,11259
"510","..data.articles.The.co.evolution.of.life.and.organics.on.earth_.Expansions.of.energy.harnessing.pdf","climate",10,11259
"511","..data.articles.The.Concept.of.the.Anthropocene.pdf","climate",32,11259
"512","..data.articles.The.current.state.of.CO2.flux.chamber.studies.in.the.Arctic.tundra.pdf","climate",44,11259
"513","..data.articles.The.discovery.of.fire.by.humans.pdf","climate",11,11259
"514","..data.articles.The.Early.Origins.of.Terrestrial.C4.Photosynthesis.pdf","climate",25,11259
"515","..data.articles.The.Environmental.Reach.of.Asia.pdf","climate",10,11259
"516","..data.articles.The.long.term.impacts.of.climate.and.fire.on.catchment.processes.and.aquatic.ecosystem.response.in.Tasmania..Australia.pdf","climate",75,11259
"517","..data.articles.The.Politics.of.the.Anthropogenic.pdf","climate",124,11259
"518","..data.articles.The.Pyrogenic.Carbon.Cycle.pdf","climate",24,11259
"519","..data.articles.The.pyrohealth.transition_.how.combustion.emissions.have.shaped.health.through.human.history.pdf","climate",16,11259
"520","..data.articles.The.Role.of.Behavior.in.the.Evolution.of.Spiders..Silks..and.Webs.pdf","climate",3,11259
"521","..data.articles.The.scientific.value.of.fire.in.wilderness.pdf","climate",38,11259
"522","..data.articles.Tools.for.Assessing.the.Impacts.of.Climate.Variability.and.Change.on.Wildfire.Regimes.in.Forests.pdf","climate",107,11259
"523","..data.articles.total_counts_of_targeted_words.pdf","climate",1,11259
"524","..data.articles.Traditional.fire.use..landscape.transition..and.the.legacies.of.social.theory.past.pdf","climate",10,11259
"525","..data.articles.Traditional.Fire.Knowledge.pdf","climate",16,11259
"526","..data.articles.Transformative.Environmental.Governance.pdf","climate",15,11259
"527","..data.articles.Transgressing.Time_.Archaeological.Evidence.in_of.the.Anthropocene.pdf","climate",13,11259
"528","..data.articles.Tropical.Forests.in.the.Anthropocene.pdf","climate",56,11259
"529","..data.articles.Understanding.Fire.Regimes.for.a.Better.Anthropocene.pdf","climate",66,11259
"530","..data.articles.Understanding.the.long.term.impact.of.prescribed.burning.in.mediterranean.climate.biodiversity.hotspots..with.a.focus.on.south.western.Australia.pdf","climate",23,11259
"531","..data.articles.Urbanism.and.Anthropogenic.Landscapes.pdf","climate",3,11259
"532","..data.articles.Using.MODIS.data.to.analyse.post.fire.vegetation.recovery.in.Australian.eucalypt.forests.pdf","climate",2,11259
"533","..data.articles.Vegetation.fires.in.the.Anthropocene.pdf","climate",119,11259
"534","..data.articles.What.Limits.Trees.in.C4.Grasslands.and.Savannas_.pdf","climate",32,11259
"535","..data.articles.Wildfire.Prediction.to.Inform.Fire.Management_.Statistical.Science.Challenges.pdf","climate",23,11259
"536","..data.articles.Wildland.fire.risk.research.in.Canada.pdf","climate",55,11259
"537","..data.articles.Will.landscape.fire.increase.in.the.future_.A.systems.approach.to.climate..fire..fuel..and.human.drivers.pdf","climate",165,11259
"538","..data.articles.12.000.Years.of.fire.regime.drivers.in.pdf","fire regime",1,1741
"539","..data.articles.2022.12.30.NW.Biomes.to.Anthromes.Technical.Paper.pdf","fire regime",15,1741
"540","..data.articles.A.450.Million.Year.History.of.Fire.pdf","fire regime",4,1741
"541","..data.articles.A.new.Dead.Sea.pollen.record.reveals.the.last.glacial.paleoenvironment.of.the.southern.Levant.pdf","fire regime",1,1741
"542","..data.articles.A.Novel.Approach.to.Carrying.Capacity_.From.a.priori.Prescription.to.a.posteriori.Derivation.Based.on.Underlying.Mechanisms.and.Dynamics.pdf","fire regime",0,1741
"543","..data.articles.A.review.of.challenges.to.determining.and.demonstrating.efficiency.of.large.fire.management.pdf","fire regime",4,1741
"544","..data.articles.A.systematic.review.of.factors.affecting.wildlife.survival.during.rehabilitation.and.release.pdf","fire regime",1,1741
"545","..data.articles.A.review.of.study.methods.and.progress.on.hominid.use.of.fire.pdf","fire regime",0,1741
"546","..data.articles.Adaptation.Strategies.and.Approaches.for.Managing.Fire.in.a.Changing.Climate.pdf","fire regime",95,1741
"547","..data.articles.Aerosol.Impacts.on.Climate.and.Biogeochemistry.pdf","fire regime",0,1741
"548","..data.articles.An.Overview.of.Forest.Fire.Regimes.and.Their.Constitution.Basis.pdf","fire regime",15,1741
"549","..data.articles.Anthropology.and.the.Anthropocene_.Criticisms..Experiments..and.Collaborations.pdf","fire regime",0,1741
"550","..data.articles.archibald.2016.managing.the.human.component.of.fire.regimes.lessons.from.africa.pdf","fire regime",31,1741
"551","..data.articles.Assessing.Landscape.Vulnerability.to.Wildfire.in.the.USA.pdf","fire regime",2,1741
"552","..data.articles.Astrobiology_.The.Study.of.the.Living.Universe.pdf","fire regime",0,1741
"553","..data.articles.Broad.Scale.Monitoring.of.Live.Fuel.Moisture.pdf","fire regime",1,1741
"554","..data.articles.Can.trophic.rewilding.reduce.the.impact.pdf","fire regime",23,1741
"555","..data.articles.Centering.Indigenous.Voices_.The.Role.of.Fire.in.the.Boreal.Forest.of.North.America.pdf","fire regime",3,1741
"556","..data.articles.Changing.fire.regimes.in.East.and.Southern.Africa.s.savanna.protected.areas_.opportunities.and.challenges.for.indigenous.led.savanna.burning.emissions.abatement.schemes.pdf","fire regime",18,1741
"557","..data.articles.Climate.vegetation.fire.interactions.and.feedbacks_.trivial.detail.or.major.barrier.to.projecting.the.future.of.the.Earth.system_.pdf","fire regime",4,1741
"558","..data.articles.Climate.Adaptation.of.Tropical.Cattle.pdf","fire regime",0,1741
"559","..data.articles.Climate.and.wildfires.in.the.North.American.boreal.forest.pdf","fire regime",9,1741
"560","..data.articles.Climate.Change.and.Forests.pdf","fire regime",1,1741
"561","..data.articles.Climate.Change.and.Future.Fire.Regimes_.Examples.from.California.pdf","fire regime",44,1741
"562","..data.articles.Climate.change.impact.on.future.wildfire.danger.and.activity.in.southern.Europe_.a.review.pdf","fire regime",16,1741
"563","..data.articles.Climate.change.vulnerability.and.adaptation.in.the.managed.Canadian.boreal.forest.pdf","fire regime",1,1741
"564","..data.articles.Climate.change..extreme.weather.events.pdf","fire regime",0,1741
"565","..data.articles.CLIMATE.ECONOMICS..THE.STATE.OF.THE.ART.pdf","fire regime",0,1741
"566","..data.articles.Climate.Extremes.and.Compound.Hazards.in.a.Warming.World.pdf","fire regime",0,1741
"567","..data.articles.Climate.influences.on.future.fire.severity_.a.synthesis.of.climate.fire.interactions.and.impacts.on.fire.regimes..high.severity.fire..and.forests.in.the.western.United.States.pdf","fire regime",31,1741
"568","..data.articles.Climate..Environment..and.Disturbance.History.Govern.Resilience.of.Western.North.American.Forests.pdf","fire regime",62,1741
"569","..data.articles.Coexisting.with.wildfire_.Achievements.and.challenges.for.a.radical.social.ecological.transformation.in.Catalonia..Spain..pdf","fire regime",0,1741
"570","..data.articles.Comparison.of.Wildfire.Meteorology.and.Climate.at.the.Adriatic.Coast.and.Southeast.Australia.pdf","fire regime",22,1741
"571","..data.articles.Consequences.of.climate.change.pdf","fire regime",0,1741
"572","..data.articles.Considering.regeneration.failure.in.the.context.of.changing.climate.and.disturbance.regimes.in.western.North.America.pdf","fire regime",1,1741
"573","..data.articles.Critical.Geoarchaeology_.From.Depositional.Processes.to.the.Sociopolitics.of.Earthen.Life.pdf","fire regime",0,1741
"574","..data.articles.CURRENT.UNCERTAINTIES.IN.ASSESSING.AEROSOL.EFFECTS.ON.CLIMATE.pdf","fire regime",0,1741
"575","..data.articles.Current.Wildland.Fire.Patterns.and.Challenges.in.Europe_.A.Synthesis.of.National.Perspectives.pdf","fire regime",9,1741
"576","..data.articles.Degradation.and.Recovery.in.Changing.Forest.Landscapes_.A.Multiscale.Conceptual.Framework.pdf","fire regime",4,1741
"577","..data.articles.Demographic.Transitions.and.Modernity.pdf","fire regime",0,1741
"578","..data.articles.Denitrification..Anammox..and.N2.Production.in.Marine.Sediments.pdf","fire regime",0,1741
"579","..data.articles.Designer.Ecosystems_.Incorporating.Design.Approaches.into.Applied.Ecology.pdf","fire regime",0,1741
"580","..data.articles.Disturbance..Complexity..Scale_.New.Approaches.to.the.Study.of.Human.Environment.Interactions.pdf","fire regime",1,1741
"581","..data.articles.Drought.and.Fire.in.the.Western.USA_.Is.Climate.Attribution.Enough_.pdf","fire regime",14,1741
"582","..data.articles.Droughts..Wildfires..and.Forest.Carbon.Cycling_.A.Pantropical.Synthesis.pdf","fire regime",4,1741
"583","..data.articles.Dry.Deposition.of.Atmospheric.Aerosols_.Approaches..Observations..and.Mechanisms.pdf","fire regime",0,1741
"584","..data.articles.Ecological.Mechanisms.Underlying.Arthropod.Species.Diversity.in.Grasslands.pdf","fire regime",0,1741
"585","..data.articles.Ecology.and.evolution.of.pine.life.histories.pdf","fire regime",26,1741
"586","..data.articles.Ecology.and.long.term.history.of.fire.in.New.Zealand...Copy..2..pdf","fire regime",19,1741
"587","..data.articles.Ecology.and.long.term.history.of.fire.in.New.Zealand...Copy.pdf","fire regime",19,1741
"588","..data.articles.Ecology.and.long.term.history.of.fire.in.New.Zealand.pdf","fire regime",19,1741
"589","..data.articles.Economic.drivers.of.global.fire.activity_.A.critical.review.using.the.DPSIR.framework.pdf","fire regime",24,1741
"590","..data.articles.Ecosystem.Services.from.Tropical.Forests_.Review.of.Current.Science.pdf","fire regime",2,1741
"591","..data.articles.Effects.of.Evolution..Ecology..and.Economy.on.Human.Diet_.Insights.from.Hunter.Gatherers.and.Other.Small.Scale.Societies.pdf","fire regime",0,1741
"592","..data.articles.Environmental.Security.and.the.Anthropocene_.Law..Criminology..and.International.Relations.pdf","fire regime",0,1741
"593","..data.articles.Ever.Since.Owen_.Changing.Perspectives.on.the.Early.Evolution.of.Tetrapods.pdf","fire regime",0,1741
"594","..data.articles.Evolution.in.the.Anthropocene_.Informing.Governance.and.Policy.pdf","fire regime",0,1741
"595","..data.articles.Evolutionary.Ecology.of.Fire.pdf","fire regime",57,1741
"596","..data.articles.Evolutionary.Legacy.Effects.on.Ecosystems_.Biogeographic.Origins..Plant.Traits..and.Implications.for.Management.in.the.Era.of.Global.Change.pdf","fire regime",4,1741
"597","..data.articles.Fire.in.Mediterranean.Climate.Ecosystems.A.Comparative.Overview.pdf","fire regime",8,1741
"598","..data.articles.Fire.smart.management.of.forest.landscapes.in.the.Mediterranean.basin.under.global.change.pdf","fire regime",1,1741
"599","..data.articles.Fire.vegetation.interactions.during.the.last.11.000.years.in.boreal.and.cold.temperate.forests.of.Fennoscandia.pdf","fire regime",0,1741
"600","..data.articles.Fire.induced.deforestation.in.drought.prone.Mediterranean.forests_.drivers.and.unknowns.from.leaves.to.communities.pdf","fire regime",24,1741
"601","..data.articles.Fire.vegetation.feedbacks.and.alternative.states_.common.mechanisms.of.temperate.forest.vulnerabilit.pdf","fire regime",1,1741
"602","..data.articles.Fire.as.a.Fundamental.Ecological.Process_.Research.Advances.and.Frontiers.pdf","fire regime",98,1741
"603","..data.articles.Fire.effects.on.soils_.the.human.dimension.pdf","fire regime",9,1741
"604","..data.articles.Fire.in.the.Earth.System.pdf","fire regime",9,1741
"605","..data.articles.Fire.performance.of.timber.review.for.use.in.wildland.urban.interfaces.pdf","fire regime",0,1741
"606","..data.articles.Fire..grazing.and.the.evolution.of.New.Zealand.grasses.pdf","fire regime",0,1741
"607","..data.articles.Fire..herbivores.and.the.management.of.temperate.Eucalyptus.savanna.in.Tasmania_.Introducing.the.Beaufront.fire...mammalian.herbivore.field.experiment.pdf","fire regime",8,1741
"608","..data.articles.Fires.and.rates.of.change.in.the.temperate.rainforests.of.northwestern.Patagonia.since...x223C.18.ka.pdf","fire regime",2,1741
"609","..data.articles.Fires.in.the.Cenozoic_.a.late.flowering.of.flammable.ecosystems.pdf","fire regime",1,1741
"610","..data.articles.firesincoastal.pdf","fire regime",25,1741
"611","..data.articles.fourthbudget_supporting_research_reviewofclimatescience_developements_since_ippc_ar4.libre.pdf","fire regime",2,1741
"612","..data.articles.G__Journals_Client.07_WF_18.5._Pagination_Tex_WF08187.dvi.pdf","fire regime",24,1741
"613","..data.articles.Gender.in.African.Population.Research_.The.Fertility_Reproductive.Health.Example.pdf","fire regime",0,1741
"614","..data.articles.Global.Biodiversity.Change_.The.Bad..the.Good..and.the.Unknown.pdf","fire regime",0,1741
"615","..data.articles.Global.Biogeochemical.Cycling.of.Mercury_.A.Review.pdf","fire regime",0,1741
"616","..data.articles.Global.Climate.Forcing.by.Criteria.Air.Pollutants.pdf","fire regime",0,1741
"617","..data.articles.Global.Environmental.Change.and.Noncommunicable.Disease.Risks.pdf","fire regime",0,1741
"618","..data.articles.Global.footprints.of.dansgaard.oeschger.oscillations.in.a.GCM.pdf","fire regime",0,1741
"619","..data.articles.Global.State.of.Biodiversity.and.Loss.pdf","fire regime",0,1741
"620","..data.articles.Global.Wildland.Fire.Management.Research.Needs.pdf","fire regime",7,1741
"621","..data.articles.Have.plants.evolved.to.self.immolate_.pdf","fire regime",15,1741
"622","..data.articles.Historical.pyrogeography.of.Texas..USA.pdf","fire regime",47,1741
"623","..data.articles.Holocene.changes.in.fire.frequency.in.the.Daihai.Lake.region..north.central.China._.indications.and.implications.for.an.important.role.of.human.activity.pdf","fire regime",1,1741
"624","..data.articles.How.Does.Fire.Suppression.Alter.the.Wildfire.Regime.A.Systematic.Review.pdf","fire regime",84,1741
"625","..data.articles.How.Was.the.Australian.Flora.Assembled.Over.the.Last.65.Million.Years_.A.Molecular.Phylogenetic.Perspective.pdf","fire regime",3,1741
"626","..data.articles.Human.caused.fire.occurrence.modelling.in.perspective_.a.review.pdf","fire regime",10,1741
"627","..data.articles.Human.Appropriation.of.Net.Primary.Production_.Patterns..Trends..and.Planetary.Boundaries.pdf","fire regime",0,1741
"628","..data.articles.Human.Impacts.in.Pine.Forests_.Past..Present..and.Future.pdf","fire regime",3,1741
"629","..data.articles.Human.Pyrogeography_.A.New.Synergy.of.Fire..Climate.and.People.is.Reshaping.Ecosystems.across.the.Globe.pdf","fire regime",25,1741
"630","..data.articles.Humans.and.fire_.Changing.relations.in.early.agricultural.and.built.environments.in.the.Zagros..Iran..Iraq.pdf","fire regime",0,1741
"631","..data.articles.Integrating.Economic.Land.Use.and.Biophysical.Models.pdf","fire regime",1,1741
"632","..data.articles.Interactions.Among.Invasive.Plants_.Lessons.from.Hawai.i.pdf","fire regime",0,1741
"633","..data.articles.Invasiveness..Monitoring.and.Control.of.Hakea.sericea.A.Systematic.Review.pdf","fire regime",8,1741
"634","..data.articles.Island.Biodiversity.in.the.Anthropocene.pdf","fire regime",0,1741
"635","..data.articles.Justice.and.Future.Generations.pdf","fire regime",0,1741
"636","..data.articles.Land.Use.and.Ecological.Change_.A.12.000.Year.History.pdf","fire regime",1,1741
"637","..data.articles.Land.Use.and.Wildfire_.A.Review.of.Local.Interactions.and.Teleconnections.pdf","fire regime",13,1741
"638","..data.articles.Landscape.Ecology.A.Helicopter.View.pdf","fire regime",8,1741
"639","..data.articles.Late.glacial.and.Holocene.records.of.fire.and.vegetation.from.Cradle.Mountain.National.Park..Tasmania..Australia.pdf","fire regime",1,1741
"640","..data.articles.Locally.Based..Regionally.Manifested..and.Globally.Relevant_.Indigenous.and.Local.Knowledge..Values..and.Practices.for.Nature.pdf","fire regime",0,1741
"641","..data.articles.martin.2016.at.the.nexus.of.fire.water.and.society.pdf","fire regime",0,1741
"642","..data.articles.Mechanisms.of.Fire.Seasonality.Effects.on.Plant.Populations.pdf","fire regime",21,1741
"643","..data.articles.Mediterranean.Biomes_.Evolution.of.Their.Vegetation..Floras..and.Climate.pdf","fire regime",9,1741
"644","..data.articles.Mid.Cretaceous.Hothouse.Climate.and.the.Expansion.of.Early.Angiosperms.pdf","fire regime",3,1741
"645","..data.articles.Mobile.Worlds_.Choice.at.the.Intersection.of.Demographic.and.Environmental.Change.pdf","fire regime",0,1741
"646","..data.articles.Mobilizing.the.past.to.shape.a.better.Anthropocene.pdf","fire regime",5,1741
"647","..data.articles.Modelling.Human.Fire.Interactions.Combining.Alternative.Perspectives.and.Approaches.pdf","fire regime",5,1741
"648","..data.articles.Multiple.Facets.of.Marine.Invertebrate.Conservation.Genomics.pdf","fire regime",0,1741
"649","..data.articles.Museum.Genomics.pdf","fire regime",0,1741
"650","..data.articles.Natural.population.die.offs_.causes.and.consequences.for.terrestrial.mammals.pdf","fire regime",0,1741
"651","..data.articles.Nature.and.Climate.Effects.of.Individual.Tropospheric.Aerosol.Particles.pdf","fire regime",0,1741
"652","..data.articles.Paleobiology.of.Herbivorous.Dinosaurs.pdf","fire regime",0,1741
"653","..data.articles.Paleolithic.Archaeology.in.China.pdf","fire regime",0,1741
"654","..data.articles.Peatlands.and.Global.Change_.Response.and.Resilience.pdf","fire regime",2,1741
"655","..data.articles.Photorespiration.and.the.Evolution.of.C4.Photosynthesis.pdf","fire regime",0,1741
"656","..data.articles.Plant.Evolution.and.Climate.Over.Geological.Timescales.pdf","fire regime",0,1741
"657","..data.articles.Political.Theory.on.Climate.Change.pdf","fire regime",0,1741
"658","..data.articles.Preindustrial.Human.Impacts.on.Global.and.Regional.Environment.pdf","fire regime",1,1741
"659","..data.articles.Progress.in.Wilderness.Fire.Science.pdf","fire regime",25,1741
"660","..data.articles.Promoting.Global.Population.Health.While.Constraining.the.Environmental.Footprint.pdf","fire regime",0,1741
"661","..data.articles.psw_gtr247_01.pdf","fire regime",38,1741
"662","..data.articles.pyrodiversity.is.the.coupling.of.biodiversity.and.fire.regimes.in.food.webs.pdf","fire regime",47,1741
"663","..data.articles.Pyrodiversity.in.a.warming.world_.Research.challenges.and.opportunities.pdf","fire regime",18,1741
"664","..data.articles.Pyrogeography.and.the.Global.Quest.for.Sustainable.Fire.Management.pdf","fire regime",2,1741
"665","..data.articles.pyrosociality.pdf","fire regime",8,1741
"666","..data.articles.Quaking.Aspen.in.the.Northern.Rockies.Retention.and.Restoration.pdf","fire regime",7,1741
"667","..data.articles.Quaking.Aspen.in.the.Northern.Rockies.pdf","fire regime",7,1741
"668","..data.articles.Recent.Advances.and.Remaining.Uncertainties.in.Resolving.pdf","fire regime",31,1741
"669","..data.articles.Reconstruction.of.fire.regimes.through.integrated.paleoecological.proxy.data.and.ecological.modeling.pdf","fire regime",41,1741
"670","..data.articles.Reducing.Emissions.from.Deforestation.and.Forest.Degradation.pdf","fire regime",0,1741
"671","..data.articles.Regional.and.Global.Emissions.of.Air.Pollutants_.Recent.Trends.and.Future.Scenarios.pdf","fire regime",0,1741
"672","..data.articles.Regulation.of.Seed.Germination.and.Seedling.Growth.by.Chemical.Signals.from.Burning.Vegetation.pdf","fire regime",0,1741
"673","..data.articles.Representing.climate..disturbance..and.vegetation.interactions.in.landscape.models.pdf","fire regime",0,1741
"674","..data.articles.Resprouting.as.a.key.functional.trait_.how.buds..protection.and.resources.drive.persistence.after.fire.pdf","fire regime",5,1741
"675","..data.articles.Restoration.Ecology_.Interventionist.Approaches.for.Restoring.and.Maintaining.Ecosystem.Function.in.the.Face.of.Rapid.Environmental.Change.pdf","fire regime",3,1741
"676","..data.articles.Review.of.driving.factors.for.land.degradation.and.restoration.based.on.IPBES.pdf","fire regime",1,1741
"677","..data.articles.Reviewing.Fire..Climate..Deer..and.Foundation.Species.as.Drivers.of.Historically.Open.Oak.and.Pine.Forests.and.Transition.to.Closed.Forests.pdf","fire regime",9,1741
"678","..data.articles.Revisiting.Wildland.Fire.Fuel.Quantification.Methods_.The.Challenge.of.Understanding.a.Dynamic..Biotic.Entity.pdf","fire regime",9,1741
"679","..data.articles.Rewilding_.Science..Practice..and.Politics.pdf","fire regime",3,1741
"680","..data.articles.roos.et.al.2016.living.on.a.flammable.planet.interdisciplinary.cross.scalar.and.varied.cultural.lessons.prospects.and.pdf","fire regime",17,1741
"681","..data.articles.Shepherding.for.Wildfire.Adaptation.pdf","fire regime",6,1741
"682","..data.articles.Soothsaying.DOM.pdf","fire regime",0,1741
"683","..data.articles.Spatiotemporal.Data.Mining.Problems.and.Methods.pdf","fire regime",0,1741
"684","..data.articles.Species.distribution.models.pdf","fire regime",0,1741
"685","..data.articles.Supplementation.and.sustainable.grazing.systems.pdf","fire regime",1,1741
"686","..data.articles.targeted_words_plot.pdf","fire regime",1,1741
"687","..data.articles.Terrestrial.Vegetation.in.the.Coupled.Human.Earth.System_.Contributions.of.Remote.Sensing.pdf","fire regime",0,1741
"688","..data.articles.The.biogeochemical.consequences.of.late.Holocene.wildfires.in.three.subalpine.lakes.from.northern.Colorado.pdf","fire regime",0,1741
"689","..data.articles.The.co.evolution.of.life.and.organics.on.earth_.Expansions.of.energy.harnessing.pdf","fire regime",2,1741
"690","..data.articles.The.Concept.of.the.Anthropocene.pdf","fire regime",1,1741
"691","..data.articles.The.current.state.of.CO2.flux.chamber.studies.in.the.Arctic.tundra.pdf","fire regime",1,1741
"692","..data.articles.The.discovery.of.fire.by.humans.pdf","fire regime",9,1741
"693","..data.articles.The.Early.Origins.of.Terrestrial.C4.Photosynthesis.pdf","fire regime",0,1741
"694","..data.articles.The.Environmental.Reach.of.Asia.pdf","fire regime",0,1741
"695","..data.articles.The.long.term.impacts.of.climate.and.fire.on.catchment.processes.and.aquatic.ecosystem.response.in.Tasmania..Australia.pdf","fire regime",2,1741
"696","..data.articles.The.Politics.of.the.Anthropogenic.pdf","fire regime",0,1741
"697","..data.articles.The.Pyrogenic.Carbon.Cycle.pdf","fire regime",0,1741
"698","..data.articles.The.pyrohealth.transition_.how.combustion.emissions.have.shaped.health.through.human.history.pdf","fire regime",11,1741
"699","..data.articles.The.Role.of.Behavior.in.the.Evolution.of.Spiders..Silks..and.Webs.pdf","fire regime",0,1741
"700","..data.articles.The.scientific.value.of.fire.in.wilderness.pdf","fire regime",50,1741
"701","..data.articles.Tools.for.Assessing.the.Impacts.of.Climate.Variability.and.Change.on.Wildfire.Regimes.in.Forests.pdf","fire regime",14,1741
"702","..data.articles.total_counts_of_targeted_words.pdf","fire regime",1,1741
"703","..data.articles.Traditional.fire.use..landscape.transition..and.the.legacies.of.social.theory.past.pdf","fire regime",14,1741
"704","..data.articles.Traditional.Fire.Knowledge.pdf","fire regime",21,1741
"705","..data.articles.Transformative.Environmental.Governance.pdf","fire regime",0,1741
"706","..data.articles.Transgressing.Time_.Archaeological.Evidence.in_of.the.Anthropocene.pdf","fire regime",0,1741
"707","..data.articles.Tropical.Forests.in.the.Anthropocene.pdf","fire regime",0,1741
"708","..data.articles.Understanding.Fire.Regimes.for.a.Better.Anthropocene.pdf","fire regime",156,1741
"709","..data.articles.Understanding.the.long.term.impact.of.prescribed.burning.in.mediterranean.climate.biodiversity.hotspots..with.a.focus.on.south.western.Australia.pdf","fire regime",15,1741
"710","..data.articles.Urbanism.and.Anthropogenic.Landscapes.pdf","fire regime",1,1741
"711","..data.articles.Using.MODIS.data.to.analyse.post.fire.vegetation.recovery.in.Australian.eucalypt.forests.pdf","fire regime",1,1741
"712","..data.articles.Vegetation.fires.in.the.Anthropocene.pdf","fire regime",54,1741
"713","..data.articles.What.Limits.Trees.in.C4.Grasslands.and.Savannas_.pdf","fire regime",1,1741
"714","..data.articles.Wildfire.Prediction.to.Inform.Fire.Management_.Statistical.Science.Challenges.pdf","fire regime",6,1741
"715","..data.articles.Wildland.fire.risk.research.in.Canada.pdf","fire regime",1,1741
"716","..data.articles.Will.landscape.fire.increase.in.the.future_.A.systems.approach.to.climate..fire..fuel..and.human.drivers.pdf","fire regime",9,1741
"717","..data.articles.12.000.Years.of.fire.regime.drivers.in.pdf","change",69,11730
"718","..data.articles.2022.12.30.NW.Biomes.to.Anthromes.Technical.Paper.pdf","change",40,11730
"719","..data.articles.A.450.Million.Year.History.of.Fire.pdf","change",30,11730
"720","..data.articles.A.new.Dead.Sea.pollen.record.reveals.the.last.glacial.paleoenvironment.of.the.southern.Levant.pdf","change",42,11730
"721","..data.articles.A.Novel.Approach.to.Carrying.Capacity_.From.a.priori.Prescription.to.a.posteriori.Derivation.Based.on.Underlying.Mechanisms.and.Dynamics.pdf","change",70,11730
"722","..data.articles.A.review.of.challenges.to.determining.and.demonstrating.efficiency.of.large.fire.management.pdf","change",25,11730
"723","..data.articles.A.systematic.review.of.factors.affecting.wildlife.survival.during.rehabilitation.and.release.pdf","change",4,11730
"724","..data.articles.A.review.of.study.methods.and.progress.on.hominid.use.of.fire.pdf","change",0,11730
"725","..data.articles.Adaptation.Strategies.and.Approaches.for.Managing.Fire.in.a.Changing.Climate.pdf","change",166,11730
"726","..data.articles.Aerosol.Impacts.on.Climate.and.Biogeochemistry.pdf","change",90,11730
"727","..data.articles.An.Overview.of.Forest.Fire.Regimes.and.Their.Constitution.Basis.pdf","change",10,11730
"728","..data.articles.Anthropology.and.the.Anthropocene_.Criticisms..Experiments..and.Collaborations.pdf","change",35,11730
"729","..data.articles.archibald.2016.managing.the.human.component.of.fire.regimes.lessons.from.africa.pdf","change",18,11730
"730","..data.articles.Assessing.Landscape.Vulnerability.to.Wildfire.in.the.USA.pdf","change",28,11730
"731","..data.articles.Astrobiology_.The.Study.of.the.Living.Universe.pdf","change",13,11730
"732","..data.articles.Broad.Scale.Monitoring.of.Live.Fuel.Moisture.pdf","change",10,11730
"733","..data.articles.Can.trophic.rewilding.reduce.the.impact.pdf","change",23,11730
"734","..data.articles.Centering.Indigenous.Voices_.The.Role.of.Fire.in.the.Boreal.Forest.of.North.America.pdf","change",20,11730
"735","..data.articles.Changing.fire.regimes.in.East.and.Southern.Africa.s.savanna.protected.areas_.opportunities.and.challenges.for.indigenous.led.savanna.burning.emissions.abatement.schemes.pdf","change",50,11730
"736","..data.articles.Climate.vegetation.fire.interactions.and.feedbacks_.trivial.detail.or.major.barrier.to.projecting.the.future.of.the.Earth.system_.pdf","change",168,11730
"737","..data.articles.Climate.Adaptation.of.Tropical.Cattle.pdf","change",25,11730
"738","..data.articles.Climate.and.wildfires.in.the.North.American.boreal.forest.pdf","change",69,11730
"739","..data.articles.Climate.Change.and.Forests.pdf","change",188,11730
"740","..data.articles.Climate.Change.and.Future.Fire.Regimes_.Examples.from.California.pdf","change",72,11730
"741","..data.articles.Climate.change.impact.on.future.wildfire.danger.and.activity.in.southern.Europe_.a.review.pdf","change",90,11730
"742","..data.articles.Climate.change.vulnerability.and.adaptation.in.the.managed.Canadian.boreal.forest.pdf","change",373,11730
"743","..data.articles.Climate.change..extreme.weather.events.pdf","change",97,11730
"744","..data.articles.CLIMATE.ECONOMICS..THE.STATE.OF.THE.ART.pdf","change",663,11730
