"","individual_article","targeted_words","frequencey","total_counts"
"563","Climate.change.vulnerability.and.adaptation.in.the.managed.Canadian.boreal.forest.pdf","fire regime",1,1741
"564","Climate.change..extreme.weather.events.pdf","fire regime",0,1741
"565","CLIMATE.ECONOMICS..THE.STATE.OF.THE.ART.pdf","fire regime",0,1741
"566","Climate.Extremes.and.Compound.Hazards.in.a.Warming.World.pdf","fire regime",0,1741
"567","Climate.influences.on.future.fire.severity_.a.synthesis.of.climate.fire.interactions.and.impacts.on.fire.regimes..high.severity.fire..and.forests.in.the.western.United.States.pdf","fire regime",31,1741
"568","Climate..Environment..and.Disturbance.History.Govern.Resilience.of.Western.North.American.Forests.pdf","fire regime",62,1741
"569","Coexisting.with.wildfire_.Achievements.and.challenges.for.a.radical.social.ecological.transformation.in.Catalonia..Spain..pdf","fire regime",0,1741
"570","Comparison.of.Wildfire.Meteorology.and.Climate.at.the.Adriatic.Coast.and.Southeast.Australia.pdf","fire regime",22,1741
"571","Consequences.of.climate.change.pdf","fire regime",0,1741
"572","Considering.regeneration.failure.in.the.context.of.changing.climate.and.disturbance.regimes.in.western.North.America.pdf","fire regime",1,1741
"573","Critical.Geoarchaeology_.From.Depositional.Processes.to.the.Sociopolitics.of.Earthen.Life.pdf","fire regime",0,1741
"574","CURRENT.UNCERTAINTIES.IN.ASSESSING.AEROSOL.EFFECTS.ON.CLIMATE.pdf","fire regime",0,1741
"575","Current.Wildland.Fire.Patterns.and.Challenges.in.Europe_.A.Synthesis.of.National.Perspectives.pdf","fire regime",9,1741
"576","Degradation.and.Recovery.in.Changing.Forest.Landscapes_.A.Multiscale.Conceptual.Framework.pdf","fire regime",4,1741
"577","Demographic.Transitions.and.Modernity.pdf","fire regime",0,1741
"578","Denitrification..Anammox..and.N2.Production.in.Marine.Sediments.pdf","fire regime",0,1741
"579","Designer.Ecosystems_.Incorporating.Design.Approaches.into.Applied.Ecology.pdf","fire regime",0,1741
"580","Disturbance..Complexity..Scale_.New.Approaches.to.the.Study.of.Human.Environment.Interactions.pdf","fire regime",1,1741
"581","Drought.and.Fire.in.the.Western.USA_.Is.Climate.Attribution.Enough_.pdf","fire regime",14,1741
"582","Droughts..Wildfires..and.Forest.Carbon.Cycling_.A.Pantropical.Synthesis.pdf","fire regime",4,1741
"583","Dry.Deposition.of.Atmospheric.Aerosols_.Approaches..Observations..and.Mechanisms.pdf","fire regime",0,1741
"584","Ecological.Mechanisms.Underlying.Arthropod.Species.Diversity.in.Grasslands.pdf","fire regime",0,1741
"585","Ecology.and.evolution.of.pine.life.histories.pdf","fire regime",26,1741
"586","Ecology.and.long.term.history.of.fire.in.New.Zealand...Copy..2..pdf","fire regime",19,1741
"587","Ecology.and.long.term.history.of.fire.in.New.Zealand...Copy.pdf","fire regime",19,1741
"588","Ecology.and.long.term.history.of.fire.in.New.Zealand.pdf","fire regime",19,1741
"589","Economic.drivers.of.global.fire.activity_.A.critical.review.using.the.DPSIR.framework.pdf","fire regime",24,1741
"590","Ecosystem.Services.from.Tropical.Forests_.Review.of.Current.Science.pdf","fire regime",2,1741
"591","Effects.of.Evolution..Ecology..and.Economy.on.Human.Diet_.Insights.from.Hunter.Gatherers.and.Other.Small.Scale.Societies.pdf","fire regime",0,1741
"592","Environmental.Security.and.the.Anthropocene_.Law..Criminology..and.International.Relations.pdf","fire regime",0,1741
"593","Ever.Since.Owen_.Changing.Perspectives.on.the.Early.Evolution.of.Tetrapods.pdf","fire regime",0,1741
"594","Evolution.in.the.Anthropocene_.Informing.Governance.and.Policy.pdf","fire regime",0,1741
"595","Evolutionary.Ecology.of.Fire.pdf","fire regime",57,1741
"596","Evolutionary.Legacy.Effects.on.Ecosystems_.Biogeographic.Origins..Plant.Traits..and.Implications.for.Management.in.the.Era.of.Global.Change.pdf","fire regime",4,1741
"597","Fire.in.Mediterranean.Climate.Ecosystems.A.Comparative.Overview.pdf","fire regime",8,1741
"598","Fire.smart.management.of.forest.landscapes.in.the.Mediterranean.basin.under.global.change.pdf","fire regime",1,1741
"599","Fire.vegetation.interactions.during.the.last.11.000.years.in.boreal.and.cold.temperate.forests.of.Fennoscandia.pdf","fire regime",0,1741
"600","Fire.induced.deforestation.in.drought.prone.Mediterranean.forests_.drivers.and.unknowns.from.leaves.to.communities.pdf","fire regime",24,1741
"601","Fire.vegetation.feedbacks.and.alternative.states_.common.mechanisms.of.temperate.forest.vulnerabilit.pdf","fire regime",1,1741
"602","Fire.as.a.Fundamental.Ecological.Process_.Research.Advances.and.Frontiers.pdf","fire regime",98,1741
"603","Fire.effects.on.soils_.the.human.dimension.pdf","fire regime",9,1741
"604","Fire.in.the.Earth.System.pdf","fire regime",9,1741
"605","Fire.performance.of.timber.review.for.use.in.wildland.urban.interfaces.pdf","fire regime",0,1741
"606","Fire..grazing.and.the.evolution.of.New.Zealand.grasses.pdf","fire regime",0,1741
"607","Fire..herbivores.and.the.management.of.temperate.Eucalyptus.savanna.in.Tasmania_.Introducing.the.Beaufront.fire...mammalian.herbivore.field.experiment.pdf","fire regime",8,1741
"608","Fires.and.rates.of.change.in.the.temperate.rainforests.of.northwestern.Patagonia.since...x223C.18.ka.pdf","fire regime",2,1741
"609","Fires.in.the.Cenozoic_.a.late.flowering.of.flammable.ecosystems.pdf","fire regime",1,1741
"610","firesincoastal.pdf","fire regime",25,1741
"611","fourthbudget_supporting_research_reviewofclimatescience_developements_since_ippc_ar4.libre.pdf","fire regime",2,1741
"612","G__Journals_Client.07_WF_18.5._Pagination_Tex_WF08187.dvi.pdf","fire regime",24,1741
"613","Gender.in.African.Population.Research_.The.Fertility_Reproductive.Health.Example.pdf","fire regime",0,1741
"614","Global.Biodiversity.Change_.The.Bad..the.Good..and.the.Unknown.pdf","fire regime",0,1741
"615","Global.Biogeochemical.Cycling.of.Mercury_.A.Review.pdf","fire regime",0,1741
"616","Global.Climate.Forcing.by.Criteria.Air.Pollutants.pdf","fire regime",0,1741
"617","Global.Environmental.Change.and.Noncommunicable.Disease.Risks.pdf","fire regime",0,1741
"618","Global.footprints.of.dansgaard.oeschger.oscillations.in.a.GCM.pdf","fire regime",0,1741
"619","Global.State.of.Biodiversity.and.Loss.pdf","fire regime",0,1741
"620","Global.Wildland.Fire.Management.Research.Needs.pdf","fire regime",7,1741
"621","Have.plants.evolved.to.self.immolate_.pdf","fire regime",15,1741
"622","Historical.pyrogeography.of.Texas..USA.pdf","fire regime",47,1741
"623","Holocene.changes.in.fire.frequency.in.the.Daihai.Lake.region..north.central.China._.indications.and.implications.for.an.important.role.of.human.activity.pdf","fire regime",1,1741
"624","How.Does.Fire.Suppression.Alter.the.Wildfire.Regime.A.Systematic.Review.pdf","fire regime",84,1741
"625","How.Was.the.Australian.Flora.Assembled.Over.the.Last.65.Million.Years_.A.Molecular.Phylogenetic.Perspective.pdf","fire regime",3,1741
"626","Human.caused.fire.occurrence.modelling.in.perspective_.a.review.pdf","fire regime",10,1741
"627","Human.Appropriation.of.Net.Primary.Production_.Patterns..Trends..and.Planetary.Boundaries.pdf","fire regime",0,1741
"628","Human.Impacts.in.Pine.Forests_.Past..Present..and.Future.pdf","fire regime",3,1741
"629","Human.Pyrogeography_.A.New.Synergy.of.Fire..Climate.and.People.is.Reshaping.Ecosystems.across.the.Globe.pdf","fire regime",25,1741
"630","Humans.and.fire_.Changing.relations.in.early.agricultural.and.built.environments.in.the.Zagros..Iran..Iraq.pdf","fire regime",0,1741
"631","Integrating.Economic.Land.Use.and.Biophysical.Models.pdf","fire regime",1,1741
"632","Interactions.Among.Invasive.Plants_.Lessons.from.Hawai.i.pdf","fire regime",0,1741
"633","Invasiveness..Monitoring.and.Control.of.Hakea.sericea.A.Systematic.Review.pdf","fire regime",8,1741
"634","Island.Biodiversity.in.the.Anthropocene.pdf","fire regime",0,1741
"635","Justice.and.Future.Generations.pdf","fire regime",0,1741
"636","Land.Use.and.Ecological.Change_.A.12.000.Year.History.pdf","fire regime",1,1741
"637","Land.Use.and.Wildfire_.A.Review.of.Local.Interactions.and.Teleconnections.pdf","fire regime",13,1741
"638","Landscape.Ecology.A.Helicopter.View.pdf","fire regime",8,1741
"639","Late.glacial.and.Holocene.records.of.fire.and.vegetation.from.Cradle.Mountain.National.Park..Tasmania..Australia.pdf","fire regime",1,1741
"640","Locally.Based..Regionally.Manifested..and.Globally.Relevant_.Indigenous.and.Local.Knowledge..Values..and.Practices.for.Nature.pdf","fire regime",0,1741
"641","martin.2016.at.the.nexus.of.fire.water.and.society.pdf","fire regime",0,1741
"642","Mechanisms.of.Fire.Seasonality.Effects.on.Plant.Populations.pdf","fire regime",21,1741
"643","Mediterranean.Biomes_.Evolution.of.Their.Vegetation..Floras..and.Climate.pdf","fire regime",9,1741
"644","Mid.Cretaceous.Hothouse.Climate.and.the.Expansion.of.Early.Angiosperms.pdf","fire regime",3,1741
"645","Mobile.Worlds_.Choice.at.the.Intersection.of.Demographic.and.Environmental.Change.pdf","fire regime",0,1741
"646","Mobilizing.the.past.to.shape.a.better.Anthropocene.pdf","fire regime",5,1741
"647","Modelling.Human.Fire.Interactions.Combining.Alternative.Perspectives.and.Approaches.pdf","fire regime",5,1741
"648","Multiple.Facets.of.Marine.Invertebrate.Conservation.Genomics.pdf","fire regime",0,1741
"649","Museum.Genomics.pdf","fire regime",0,1741
"650","Natural.population.die.offs_.causes.and.consequences.for.terrestrial.mammals.pdf","fire regime",0,1741
"651","Nature.and.Climate.Effects.of.Individual.Tropospheric.Aerosol.Particles.pdf","fire regime",0,1741
"652","Paleobiology.of.Herbivorous.Dinosaurs.pdf","fire regime",0,1741
"653","Paleolithic.Archaeology.in.China.pdf","fire regime",0,1741
"654","Peatlands.and.Global.Change_.Response.and.Resilience.pdf","fire regime",2,1741
"655","Photorespiration.and.the.Evolution.of.C4.Photosynthesis.pdf","fire regime",0,1741
"656","Plant.Evolution.and.Climate.Over.Geological.Timescales.pdf","fire regime",0,1741
"657","Political.Theory.on.Climate.Change.pdf","fire regime",0,1741
"658","Preindustrial.Human.Impacts.on.Global.and.Regional.Environment.pdf","fire regime",1,1741
"659","Progress.in.Wilderness.Fire.Science.pdf","fire regime",25,1741
"660","Promoting.Global.Population.Health.While.Constraining.the.Environmental.Footprint.pdf","fire regime",0,1741
"661","psw_gtr247_01.pdf","fire regime",38,1741
"662","pyrodiversity.is.the.coupling.of.biodiversity.and.fire.regimes.in.food.webs.pdf","fire regime",47,1741
"663","Pyrodiversity.in.a.warming.world_.Research.challenges.and.opportunities.pdf","fire regime",18,1741
"664","Pyrogeography.and.the.Global.Quest.for.Sustainable.Fire.Management.pdf","fire regime",2,1741
"665","pyrosociality.pdf","fire regime",8,1741
"666","Quaking.Aspen.in.the.Northern.Rockies.Retention.and.Restoration.pdf","fire regime",7,1741
"667","Quaking.Aspen.in.the.Northern.Rockies.pdf","fire regime",7,1741
"668","Recent.Advances.and.Remaining.Uncertainties.in.Resolving.pdf","fire regime",31,1741
"669","Reconstruction.of.fire.regimes.through.integrated.paleoecological.proxy.data.and.ecological.modeling.pdf","fire regime",41,1741
"670","Reducing.Emissions.from.Deforestation.and.Forest.Degradation.pdf","fire regime",0,1741
"671","Regional.and.Global.Emissions.of.Air.Pollutants_.Recent.Trends.and.Future.Scenarios.pdf","fire regime",0,1741
"672","Regulation.of.Seed.Germination.and.Seedling.Growth.by.Chemical.Signals.from.Burning.Vegetation.pdf","fire regime",0,1741
"673","Representing.climate..disturbance..and.vegetation.interactions.in.landscape.models.pdf","fire regime",0,1741
"674","Resprouting.as.a.key.functional.trait_.how.buds..protection.and.resources.drive.persistence.after.fire.pdf","fire regime",5,1741
"675","Restoration.Ecology_.Interventionist.Approaches.for.Restoring.and.Maintaining.Ecosystem.Function.in.the.Face.of.Rapid.Environmental.Change.pdf","fire regime",3,1741
"676","Review.of.driving.factors.for.land.degradation.and.restoration.based.on.IPBES.pdf","fire regime",1,1741
"677","Reviewing.Fire..Climate..Deer..and.Foundation.Species.as.Drivers.of.Historically.Open.Oak.and.Pine.Forests.and.Transition.to.Closed.Forests.pdf","fire regime",9,1741
"678","Revisiting.Wildland.Fire.Fuel.Quantification.Methods_.The.Challenge.of.Understanding.a.Dynamic..Biotic.Entity.pdf","fire regime",9,1741
"679","Rewilding_.Science..Practice..and.Politics.pdf","fire regime",3,1741
"680","roos.et.al.2016.living.on.a.flammable.planet.interdisciplinary.cross.scalar.and.varied.cultural.lessons.prospects.and.pdf","fire regime",17,1741
"681","Shepherding.for.Wildfire.Adaptation.pdf","fire regime",6,1741
"682","Soothsaying.DOM.pdf","fire regime",0,1741
"683","Spatiotemporal.Data.Mining.Problems.and.Methods.pdf","fire regime",0,1741
"684","Species.distribution.models.pdf","fire regime",0,1741
"685","Supplementation.and.sustainable.grazing.systems.pdf","fire regime",1,1741
"686","targeted_words_plot.pdf","fire regime",1,1741
"687","Terrestrial.Vegetation.in.the.Coupled.Human.Earth.System_.Contributions.of.Remote.Sensing.pdf","fire regime",0,1741
"688","The.biogeochemical.consequences.of.late.Holocene.wildfires.in.three.subalpine.lakes.from.northern.Colorado.pdf","fire regime",0,1741
"689","The.co.evolution.of.life.and.organics.on.earth_.Expansions.of.energy.harnessing.pdf","fire regime",2,1741
"690","The.Concept.of.the.Anthropocene.pdf","fire regime",1,1741
"691","The.current.state.of.CO2.flux.chamber.studies.in.the.Arctic.tundra.pdf","fire regime",1,1741
"692","The.discovery.of.fire.by.humans.pdf","fire regime",9,1741
"693","The.Early.Origins.of.Terrestrial.C4.Photosynthesis.pdf","fire regime",0,1741
"694","The.Environmental.Reach.of.Asia.pdf","fire regime",0,1741
"695","The.long.term.impacts.of.climate.and.fire.on.catchment.processes.and.aquatic.ecosystem.response.in.Tasmania..Australia.pdf","fire regime",2,1741
"696","The.Politics.of.the.Anthropogenic.pdf","fire regime",0,1741
"697","The.Pyrogenic.Carbon.Cycle.pdf","fire regime",0,1741
"698","The.pyrohealth.transition_.how.combustion.emissions.have.shaped.health.through.human.history.pdf","fire regime",11,1741
"699","The.Role.of.Behavior.in.the.Evolution.of.Spiders..Silks..and.Webs.pdf","fire regime",0,1741
"700","The.scientific.value.of.fire.in.wilderness.pdf","fire regime",50,1741
"701","Tools.for.Assessing.the.Impacts.of.Climate.Variability.and.Change.on.Wildfire.Regimes.in.Forests.pdf","fire regime",14,1741
"702","total_counts_of_targeted_words.pdf","fire regime",1,1741
"703","Traditional.fire.use..landscape.transition..and.the.legacies.of.social.theory.past.pdf","fire regime",14,1741
"704","Traditional.Fire.Knowledge.pdf","fire regime",21,1741
"705","Transformative.Environmental.Governance.pdf","fire regime",0,1741
"706","Transgressing.Time_.Archaeological.Evidence.in_of.the.Anthropocene.pdf","fire regime",0,1741
"707","Tropical.Forests.in.the.Anthropocene.pdf","fire regime",0,1741
"708","Understanding.Fire.Regimes.for.a.Better.Anthropocene.pdf","fire regime",156,1741
"709","Understanding.the.long.term.impact.of.prescribed.burning.in.mediterranean.climate.biodiversity.hotspots..with.a.focus.on.south.western.Australia.pdf","fire regime",15,1741
"710","Urbanism.and.Anthropogenic.Landscapes.pdf","fire regime",1,1741
"711","Using.MODIS.data.to.analyse.post.fire.vegetation.recovery.in.Australian.eucalypt.forests.pdf","fire regime",1,1741
"712","Vegetation.fires.in.the.Anthropocene.pdf","fire regime",54,1741
"713","What.Limits.Trees.in.C4.Grasslands.and.Savannas_.pdf","fire regime",1,1741
"714","Wildfire.Prediction.to.Inform.Fire.Management_.Statistical.Science.Challenges.pdf","fire regime",6,1741
"715","Wildland.fire.risk.research.in.Canada.pdf","fire regime",1,1741
"716","Will.landscape.fire.increase.in.the.future_.A.systems.approach.to.climate..fire..fuel..and.human.drivers.pdf","fire regime",9,1741
"717","X12.000.Years.of.fire.regime.drivers.in.pdf","change",69,11730
"718","X2022.12.30.NW.Biomes.to.Anthromes.Technical.Paper.pdf","change",40,11730
"719","A.450.Million.Year.History.of.Fire.pdf","change",30,11730
"720","A.new.Dead.Sea.pollen.record.reveals.the.last.glacial.paleoenvironment.of.the.southern.Levant.pdf","change",42,11730
"721","A.Novel.Approach.to.Carrying.Capacity_.From.a.priori.Prescription.to.a.posteriori.Derivation.Based.on.Underlying.Mechanisms.and.Dynamics.pdf","change",70,11730
"722","A.review.of.challenges.to.determining.and.demonstrating.efficiency.of.large.fire.management.pdf","change",25,11730
"723","A.systematic.review.of.factors.affecting.wildlife.survival.during.rehabilitation.and.release.pdf","change",4,11730
"724","A.review.of.study.methods.and.progress.on.hominid.use.of.fire.pdf","change",0,11730
"725","Adaptation.Strategies.and.Approaches.for.Managing.Fire.in.a.Changing.Climate.pdf","change",166,11730
"726","Aerosol.Impacts.on.Climate.and.Biogeochemistry.pdf","change",90,11730
"727","An.Overview.of.Forest.Fire.Regimes.and.Their.Constitution.Basis.pdf","change",10,11730
"728","Anthropology.and.the.Anthropocene_.Criticisms..Experiments..and.Collaborations.pdf","change",35,11730
"729","archibald.2016.managing.the.human.component.of.fire.regimes.lessons.from.africa.pdf","change",18,11730
"730","Assessing.Landscape.Vulnerability.to.Wildfire.in.the.USA.pdf","change",28,11730
"731","Astrobiology_.The.Study.of.the.Living.Universe.pdf","change",13,11730
"732","Broad.Scale.Monitoring.of.Live.Fuel.Moisture.pdf","change",10,11730
"733","Can.trophic.rewilding.reduce.the.impact.pdf","change",23,11730
"734","Centering.Indigenous.Voices_.The.Role.of.Fire.in.the.Boreal.Forest.of.North.America.pdf","change",20,11730
"735","Changing.fire.regimes.in.East.and.Southern.Africa.s.savanna.protected.areas_.opportunities.and.challenges.for.indigenous.led.savanna.burning.emissions.abatement.schemes.pdf","change",50,11730
"736","Climate.vegetation.fire.interactions.and.feedbacks_.trivial.detail.or.major.barrier.to.projecting.the.future.of.the.Earth.system_.pdf","change",168,11730
"737","Climate.Adaptation.of.Tropical.Cattle.pdf","change",25,11730
"738","Climate.and.wildfires.in.the.North.American.boreal.forest.pdf","change",69,11730
"739","Climate.Change.and.Forests.pdf","change",188,11730
"740","Climate.Change.and.Future.Fire.Regimes_.Examples.from.California.pdf","change",72,11730
"741","Climate.change.impact.on.future.wildfire.danger.and.activity.in.southern.Europe_.a.review.pdf","change",90,11730
"742","Climate.change.vulnerability.and.adaptation.in.the.managed.Canadian.boreal.forest.pdf","change",373,11730
"743","Climate.change..extreme.weather.events.pdf","change",97,11730
"744","CLIMATE.ECONOMICS..THE.STATE.OF.THE.ART.pdf","change",663,11730
"745","Climate.Extremes.and.Compound.Hazards.in.a.Warming.World.pdf","change",173,11730
"746","Climate.influences.on.future.fire.severity_.a.synthesis.of.climate.fire.interactions.and.impacts.on.fire.regimes..high.severity.fire..and.forests.in.the.western.United.States.pdf","change",126,11730
"747","Climate..Environment..and.Disturbance.History.Govern.Resilience.of.Western.North.American.Forests.pdf","change",100,11730
"748","Coexisting.with.wildfire_.Achievements.and.challenges.for.a.radical.social.ecological.transformation.in.Catalonia..Spain..pdf","change",59,11730
"749","Comparison.of.Wildfire.Meteorology.and.Climate.at.the.Adriatic.Coast.and.Southeast.Australia.pdf","change",103,11730
"750","Consequences.of.climate.change.pdf","change",204,11730
"751","Considering.regeneration.failure.in.the.context.of.changing.climate.and.disturbance.regimes.in.western.North.America.pdf","change",82,11730
"752","Critical.Geoarchaeology_.From.Depositional.Processes.to.the.Sociopolitics.of.Earthen.Life.pdf","change",19,11730
"753","CURRENT.UNCERTAINTIES.IN.ASSESSING.AEROSOL.EFFECTS.ON.CLIMATE.pdf","change",114,11730
"754","Current.Wildland.Fire.Patterns.and.Challenges.in.Europe_.A.Synthesis.of.National.Perspectives.pdf","change",50,11730
"755","Degradation.and.Recovery.in.Changing.Forest.Landscapes_.A.Multiscale.Conceptual.Framework.pdf","change",78,11730
"756","Demographic.Transitions.and.Modernity.pdf","change",38,11730
"757","Denitrification..Anammox..and.N2.Production.in.Marine.Sediments.pdf","change",22,11730
"758","Designer.Ecosystems_.Incorporating.Design.Approaches.into.Applied.Ecology.pdf","change",30,11730
"759","Disturbance..Complexity..Scale_.New.Approaches.to.the.Study.of.Human.Environment.Interactions.pdf","change",7,11730
"760","Drought.and.Fire.in.the.Western.USA_.Is.Climate.Attribution.Enough_.pdf","change",65,11730
"761","Droughts..Wildfires..and.Forest.Carbon.Cycling_.A.Pantropical.Synthesis.pdf","change",83,11730
"762","Dry.Deposition.of.Atmospheric.Aerosols_.Approaches..Observations..and.Mechanisms.pdf","change",25,11730
"763","Ecological.Mechanisms.Underlying.Arthropod.Species.Diversity.in.Grasslands.pdf","change",11,11730
"764","Ecology.and.evolution.of.pine.life.histories.pdf","change",10,11730
"765","Ecology.and.long.term.history.of.fire.in.New.Zealand...Copy..2..pdf","change",42,11730
"766","Ecology.and.long.term.history.of.fire.in.New.Zealand...Copy.pdf","change",42,11730
"767","Ecology.and.long.term.history.of.fire.in.New.Zealand.pdf","change",42,11730
"768","Economic.drivers.of.global.fire.activity_.A.critical.review.using.the.DPSIR.framework.pdf","change",59,11730
"769","Ecosystem.Services.from.Tropical.Forests_.Review.of.Current.Science.pdf","change",118,11730
"770","Effects.of.Evolution..Ecology..and.Economy.on.Human.Diet_.Insights.from.Hunter.Gatherers.and.Other.Small.Scale.Societies.pdf","change",27,11730
"771","Environmental.Security.and.the.Anthropocene_.Law..Criminology..and.International.Relations.pdf","change",42,11730
"772","Ever.Since.Owen_.Changing.Perspectives.on.the.Early.Evolution.of.Tetrapods.pdf","change",28,11730
"773","Evolution.in.the.Anthropocene_.Informing.Governance.and.Policy.pdf","change",38,11730
"774","Evolutionary.Ecology.of.Fire.pdf","change",30,11730
"775","Evolutionary.Legacy.Effects.on.Ecosystems_.Biogeographic.Origins..Plant.Traits..and.Implications.for.Management.in.the.Era.of.Global.Change.pdf","change",72,11730
"776","Fire.in.Mediterranean.Climate.Ecosystems.A.Comparative.Overview.pdf","change",1,11730
"777","Fire.smart.management.of.forest.landscapes.in.the.Mediterranean.basin.under.global.change.pdf","change",59,11730
"778","Fire.vegetation.interactions.during.the.last.11.000.years.in.boreal.and.cold.temperate.forests.of.Fennoscandia.pdf","change",28,11730
"779","Fire.induced.deforestation.in.drought.prone.Mediterranean.forests_.drivers.and.unknowns.from.leaves.to.communities.pdf","change",81,11730
"780","Fire.vegetation.feedbacks.and.alternative.states_.common.mechanisms.of.temperate.forest.vulnerabilit.pdf","change",32,11730
"781","Fire.as.a.Fundamental.Ecological.Process_.Research.Advances.and.Frontiers.pdf","change",84,11730
"782","Fire.effects.on.soils_.the.human.dimension.pdf","change",39,11730
"783","Fire.in.the.Earth.System.pdf","change",16,11730
"784","Fire.performance.of.timber.review.for.use.in.wildland.urban.interfaces.pdf","change",7,11730
"785","Fire..grazing.and.the.evolution.of.New.Zealand.grasses.pdf","change",5,11730
"786","Fire..herbivores.and.the.management.of.temperate.Eucalyptus.savanna.in.Tasmania_.Introducing.the.Beaufront.fire...mammalian.herbivore.field.experiment.pdf","change",14,11730
"787","Fires.and.rates.of.change.in.the.temperate.rainforests.of.northwestern.Patagonia.since...x223C.18.ka.pdf","change",102,11730
"788","Fires.in.the.Cenozoic_.a.late.flowering.of.flammable.ecosystems.pdf","change",29,11730
"789","firesincoastal.pdf","change",45,11730
"790","fourthbudget_supporting_research_reviewofclimatescience_developements_since_ippc_ar4.libre.pdf","change",904,11730
"791","G__Journals_Client.07_WF_18.5._Pagination_Tex_WF08187.dvi.pdf","change",236,11730
"792","Gender.in.African.Population.Research_.The.Fertility_Reproductive.Health.Example.pdf","change",30,11730
"793","Global.Biodiversity.Change_.The.Bad..the.Good..and.the.Unknown.pdf","change",205,11730
"794","Global.Biogeochemical.Cycling.of.Mercury_.A.Review.pdf","change",20,11730
"795","Global.Climate.Forcing.by.Criteria.Air.Pollutants.pdf","change",102,11730
"796","Global.Environmental.Change.and.Noncommunicable.Disease.Risks.pdf","change",121,11730
"797","Global.footprints.of.dansgaard.oeschger.oscillations.in.a.GCM.pdf","change",134,11730
"798","Global.State.of.Biodiversity.and.Loss.pdf","change",15,11730
"799","Global.Wildland.Fire.Management.Research.Needs.pdf","change",28,11730
"800","Have.plants.evolved.to.self.immolate_.pdf","change",10,11730
"801","Historical.pyrogeography.of.Texas..USA.pdf","change",14,11730
"802","Holocene.changes.in.fire.frequency.in.the.Daihai.Lake.region..north.central.China._.indications.and.implications.for.an.important.role.of.human.activity.pdf","change",61,11730
"803","How.Does.Fire.Suppression.Alter.the.Wildfire.Regime.A.Systematic.Review.pdf","change",54,11730
"804","How.Was.the.Australian.Flora.Assembled.Over.the.Last.65.Million.Years_.A.Molecular.Phylogenetic.Perspective.pdf","change",31,11730
"805","Human.caused.fire.occurrence.modelling.in.perspective_.a.review.pdf","change",27,11730
"806","Human.Appropriation.of.Net.Primary.Production_.Patterns..Trends..and.Planetary.Boundaries.pdf","change",70,11730
"807","Human.Impacts.in.Pine.Forests_.Past..Present..and.Future.pdf","change",64,11730
"808","Human.Pyrogeography_.A.New.Synergy.of.Fire..Climate.and.People.is.Reshaping.Ecosystems.across.the.Globe.pdf","change",68,11730
"809","Humans.and.fire_.Changing.relations.in.early.agricultural.and.built.environments.in.the.Zagros..Iran..Iraq.pdf","change",27,11730
"810","Integrating.Economic.Land.Use.and.Biophysical.Models.pdf","change",62,11730
"811","Interactions.Among.Invasive.Plants_.Lessons.from.Hawai.i.pdf","change",18,11730
"812","Invasiveness..Monitoring.and.Control.of.Hakea.sericea.A.Systematic.Review.pdf","change",15,11730
"813","Island.Biodiversity.in.the.Anthropocene.pdf","change",43,11730
"814","Justice.and.Future.Generations.pdf","change",19,11730
"815","Land.Use.and.Ecological.Change_.A.12.000.Year.History.pdf","change",132,11730
"816","Land.Use.and.Wildfire_.A.Review.of.Local.Interactions.and.Teleconnections.pdf","change",92,11730
"817","Landscape.Ecology.A.Helicopter.View.pdf","change",49,11730
"818","Late.glacial.and.Holocene.records.of.fire.and.vegetation.from.Cradle.Mountain.National.Park..Tasmania..Australia.pdf","change",34,11730
"819","Locally.Based..Regionally.Manifested..and.Globally.Relevant_.Indigenous.and.Local.Knowledge..Values..and.Practices.for.Nature.pdf","change",72,11730
"820","martin.2016.at.the.nexus.of.fire.water.and.society.pdf","change",30,11730
"821","Mechanisms.of.Fire.Seasonality.Effects.on.Plant.Populations.pdf","change",24,11730
"822","Mediterranean.Biomes_.Evolution.of.Their.Vegetation..Floras..and.Climate.pdf","change",19,11730
"823","Mid.Cretaceous.Hothouse.Climate.and.the.Expansion.of.Early.Angiosperms.pdf","change",43,11730
"824","Mobile.Worlds_.Choice.at.the.Intersection.of.Demographic.and.Environmental.Change.pdf","change",226,11730
"825","Mobilizing.the.past.to.shape.a.better.Anthropocene.pdf","change",53,11730
"826","Modelling.Human.Fire.Interactions.Combining.Alternative.Perspectives.and.Approaches.pdf","change",73,11730
"827","Multiple.Facets.of.Marine.Invertebrate.Conservation.Genomics.pdf","change",7,11730
"828","Museum.Genomics.pdf","change",35,11730
"829","Natural.population.die.offs_.causes.and.consequences.for.terrestrial.mammals.pdf","change",25,11730
"830","Nature.and.Climate.Effects.of.Individual.Tropospheric.Aerosol.Particles.pdf","change",30,11730
"831","Paleobiology.of.Herbivorous.Dinosaurs.pdf","change",36,11730
"832","Paleolithic.Archaeology.in.China.pdf","change",19,11730
"833","Peatlands.and.Global.Change_.Response.and.Resilience.pdf","change",72,11730
"834","Photorespiration.and.the.Evolution.of.C4.Photosynthesis.pdf","change",38,11730
"835","Plant.Evolution.and.Climate.Over.Geological.Timescales.pdf","change",49,11730
"836","Political.Theory.on.Climate.Change.pdf","change",138,11730
"837","Preindustrial.Human.Impacts.on.Global.and.Regional.Environment.pdf","change",101,11730
"838","Progress.in.Wilderness.Fire.Science.pdf","change",26,11730
